รหัสสินค้า,ชื่อสินค้า,ราคา
1190266,XENICAL CAP 120MG 21'S,717.00
1190267,"DUODERM CGF 4x4"" 5PCS",520.00
1190269,CONVATEC แป้นอ่อนโมลเดเบิลคอนเว็กซ์ เบอร์ 57(ใหญ่),1630.00
1190271,CONVATEC ถุงอุจจาระปลายเปิด ขุ่น 57มม,589.00
1190272,ARICEPT EVESS 10MG 2x14'S,1830.00
1190273,ARICEPT EVESS 5MG 2x14'S,930.00
1190275,GLAKAY 15MG 3x10'S,355.00
1190276,MERISLON 12MG 3x10'S,108.00
1190277,MERISLON 6MG 3x10'S,59.00
1190278,METHYCOBAL 500MG 3x10'S,160.00
1190279,MYONAL 50MG 3x10'S,197.00
1190280,PARIET 10MG 14'S,460.00
1190281,PARIET 20MG 14'S,589.00
1190282,SATOGESIC GEL 35G,184.00
1190283,SIDUOL 3x10'S,109.00
1190284,URIEF 4MG 3x10'S,434.00
1190286,FLORDIS GINSANA G115 30'S,455.00
1190298,ENO LEMON STRIPS 60SACHETS,645.00
1190300,ENO ORANGE STRIPS 60SACHETS,645.00
1190301,FENISTIL GEL 20G,58.00
1190303,LAMISIL CREAM 15G,228.00
1190307,OTRIVIN SPRAY 0.05% 10ML (CHILD),127.00
1190308,OTRIVIN SPRAY 0.1% 10ML (ADULT),136.00
1190309,PANADOL 500MG 15x10'S,160.00
1190310,PANADOL 6-12 60ML (ORANGE),58.00
1190312,PANADOL ACTIFAST 10'S,37.00
1190313,PHYSIOGEL DMT CLEANSER 150ML,197.00
1190314,PHYSIOGEL DMT CLEANSER 500ML,463.00
1190315,PHYSIOGEL DMT CLEANSER 900ML,584.00
1190316,PHYSIOGEL DMT CREAM 75ML,429.00
1190317,PHYSIOGEL SOOTHING CARE AI CREAM 50ML,590.00
1190319,POLIDENT FRESH MINT ครีมติดฟันปลอม 20G,86.00
1190320,POLIDENT FRESH MINT ครีมติดฟันปลอม 60G,217.00
1190322,SCOTT'S EMULSION 200ML (ORANGE),86.00
1190325,SENSODYNE DEEP CLEAN 160G,171.00
1190326,SENSODYNE FRESH MINT 100G (GREEN),115.00
1190328,SENSODYNE MULTI CARE 100G (GOLD),115.00
1190330,SENSODYNE RAPID ACTION 100G,172.00
1190331,SENSODYNE GENTLE WHITENING 100G (WHITE),115.00
1190336,VOLTAREN DOUBLE EMULGEL 30G,221.00
1190337,VOLTAREN EMULGEL 100G,410.00
1190338,VOLTAREN EMULGEL 10G,68.00
1190339,VOLTAREN EMULGEL 25G,145.00
1190340,VOLTAREN EMULGEL 50G,259.00
1190341,PROVAMED ACEROLA-C NIGHT BOOSTER 15ML,166.00
1190342,PROVAMED ACEROLA-C SERUM 15ML,153.00
1190343,PROVAMED ACEROLA-C WHIP FOAM 80G,78.00
1190344,PROVAMED ACNE RETINOL-A GEL 10G,116.00
1190345,PROVAMED ACNE SPOT GEL 10G,111.00
1190347,PROVAMED ACNICLEAR CLEANSING WATER 200ML,220.00
1190348,PROVAMED ANTI ACNE FACIAL TONER 120ML,68.00
1190349,PROVAMED ANTI ACNE FACIAL TONER 200ML,147.00
1190350,PROVAMED ACNICLEAR MOISTURE SERUM 30ML,216.00
1190351,PROVAMED ACNICLEAR PORE MATT 15G (ยกเลิก),204.00
1190354,PROVAMED ALOE VERA GEL 150G (L),141.00
1190355,PROVAMED ALOE VERA GEL 50G,74.00
1190357,PROVAMED ANTI MELASMA SPOT 15G,212.00
1190362,PROVAMED BABINI ARNICA GEL 15G,118.00
1190365,PROVAMED BABINI COOL PATCH 6+2ชิ้น (เด็ก),80.00
1190366,PROVAMED BABINI HEAD TO TOE WASH 480ML,129.00
1190367,PROVAMED BABINI OINTMENT 50G,132.00
1190369,PROVAMED BABINI SOOTHING CREAM 15G,118.00
1190373,PROVAMED DERMA SOOTHING CREAM 30G,300.00
1190375,PROVAMED GLUTA BRIGHT SKIN BOOSTER 200ML,205.00
1190377,PROVAMED HYA FLASH SERUM 15ML,165.00
1190379,PROVAMED SCAR ZONE STRETCH MARK 200G,210.00
1190380,PROVAMED S ULTRA ZONE CREAM 10G,141.00
1190386,PROVAMED SOLARIS BODY SPF50 100ML,176.00
1190390,PROVAMED SUN FACE SPF50 30G (สีเนื้อ),188.00
1190391,PROVAMED SUN SPF50 30G (สีขาว),188.00
1190394,PROVAMED VITAMIN-E FACIAL CREAM 50G,129.00
1190397,TRUSLEN COFFEE BLOC 10SACHET,98.00
1190398,TRUSLEN COFFEE BURN 10SACHET,98.00
1190400,TRUSLEN COFFEE PLUS 40SACHET,254.00
1190403,TRUSLEN PLUS GREEN COFFEE BEAN 10SACHET,78.00
1190410,JANSSEN IMODIUM 2MG 20x6'S,630.00
1190416,RESOLOR 1MG 4x7'S,854.00
1190417,RESOLOR 2MG 4x7'S,1420.00
1190419,SPORAL 100MGx4CAPS,141.00
1190420,STUGERON 3x10'S,88.00
1190421,TOPAMAX 100MG 60'S,2220.00
1190422,TOPAMAX 25MG 60'S,854.00
1190423,TOPAMAX 50MG 60'S,1420.00
1190424,EVRA 3แผ่น (ยาคุมแปะผิว),422.00
1190425,LISTERINE COOL MINT 100ML (BLUE),27.00
1190426,LISTERINE COOL MINT 250ML (BLUE),60.00
1190429,LISTERINE COOL MINT 750ML+250ML,126.00
1190430,LISTERINE COOL MINT 2x750ML (TWIN PACK),176.00
1190431,LISTERINE ORIGINAL 100ML (YELLOW),34.00
1190432,LISTERINE ORIGINAL 250ML (YELLOW),69.00
1190434,LISTERINE ORIGINAL 750ML (YELLOW),132.00
1190439,LISTERINE TARTAR 750ML+250ML,149.00
1190445,O.B. REGULAR 8'S,64.00
1190446,NICORETTE 2MG 7x15'S,700.00
1190447,NICORETTE 4MG 7x15'S,1045.00
1190448,PREGAINE CLEAR GEL SHAMPOO 200ML,147.00
1190449,RHINOCORT AQUA 64MCG,316.00
1190450,TYLENOL 500MG 100'S,121.00
1190451,TYLENOL 500MG 20x10'S,237.00
1190452,TYLENOL 8HR 650MG 10'S,37.00
1190453,TYLENOL DROP 15ML (GRAPE),42.00
1190454,TYLENOL SUSP 60ML (CHERRY),62.00
1190455,DAIVOBET OINTMENT 15G,622.00
1190456,DAIVONEX OINTMENT 30G,650.00
1190457,FUCICORT CREAM 15G (RED-YELLOW),207.00
1190458,FUCICORT CREAM 5G (RED-YELLOW),99.00
1190459,FUCIDIN CREAM 15G (RED),174.00
1190460,FUCIDIN CREAM 5G (RED),88.00
1190461,FUCIDIN-H 5G (RED-BLACK),98.00
1190462,FUCIDIN OINT 15G (ORANGE),174.00
1190463,FUCIDIN OINT 5G (ORANGE),88.00
1190464,FUCITHALMIC ED 5G,100.00
1190465,ONE-ALPHA 0.25MCG 10x10'S,825.00
1190466,PROTOPIC OINTMENT 0.1% 10G,1265.00
1190475,HERBESSER 30MG 100x10'S,47.50
1190476,HERBESSER R 100MG 10x10'S,1032.00
1190477,HERBESSER R 200MG 10x10'S,1645.00
1190478,HERBESSER SR 90MG 10x10'S,985.00
1190479,FLEMEX 50x10'S,29.40
1190481,FLEMEX AC OD 600MG 5x2'S (เม็ดฟู่),141.00
1190482,FLEMEX KIDS 60ML,44.00
1190483,FLEMEX SYRUP 120ML (L),81.00
1190484,FLEMEX SYRUP 60ML (S),49.50
1190485,HIRUDOID CREAM 10G,80.00
1190486,HIRUDOID CREAM 20G,134.00
1190487,HIRUDOID CREAM 40G,206.00
1190488,HIRUDOID FORTE CREAM 10G,124.00
1190489,HIRUDOID FORTE CREAM 20G,204.00
1190490,HIRUDOID FORTE CREAM 40G,317.00
1190495,HIRUDOID MILD CREAM 50G,272.00
1190500,HIRUSCAR POST ACNE GEL 10G,230.00
1190501,HIRUSCAR POST ACNE GEL 5G,156.00
1190502,HIRUSCAR SILICONE PRO 10G,346.00
1190503,HIRUSCAR SILICONE PRO 4G,209.00
1190507,COLCHICINE 0.6MG 10x10'S,454.00
1190508,COMBIF AR 3x10'S,440.00
1190511,ELMETACIN SPRAY 50ML,130.00
1190513,FLUOMIZIN VAGINAL 10MGx6'S,164.00
1190514,KEFLEX SUSPENSION 125MG 60ML,78.00
1190515,TAPAZOLE 5MG 100'S,191.00
1190516,CONCOR 2.5MG 10x10'S,63.00
1190517,CONCOR 5MG 10x10'S,84.00
1190521,GLUCOPHAGE 500MG 50x10'S,22.00
1190522,GLUCOPHAGE 850MG 30x10'S,36.50
1190523,GLUCOPHAGE XR 1000MG 3x10'S,258.00
1190524,GLUCOPHAGE XR 750MG 2x15'S,226.00
1190525,LODOZ 2.5MG/6.25MG 3x10'S,260.00
1190526,ILIADIN 0.025% DROP 10ML (CHILD),78.00
1190527,ILIADIN 0.05% DROP 10ML (ADULT),78.00
1190528,ILIADIN 0.05% SPRAY 10ML (ADULT),131.00
1190531,NEUROMET 5x10'S,257.00
1190532,SEVEN SEAS 120ML,102.00
1190533,SEVEN SEAS OCEAN GOLD 100ML,135.00
1190534,SEVEN SEAS+LYSINE 100ML,144.00
1190536,ALCON AZOPT 1% 5ML,480.00
1190537,ALCON DUOTRAV ED 2.5ML,685.00
1190538,ALCON MAXITROL OINT 3.5G,92.00
1190539,ALCON PATADAY 2.5ML,379.00
1190541,ALCON TOBRADEX EYE DROP 5ML,136.00
1190542,ALCON TOBRADEX OINT 3.5G,94.00
1190543,ALCON TOBREX EYE DROP 0.3% 5ML,120.00
1190544,ALCON TRAVATAN BAK-FREE 2.5ML,592.00
1190545,ALCON VIGAMOX 0.5% 5ML,182.00
1190547,ISOPTO CARPINE 2% 15ML,87.00
1190549,BETADINE 15ML (S),44.50
1190550,BETADINE 30ML (L),67.50
1190551,BETADINE 500ML,236.00
1190553,BETADINE GARGLE 30ML,147.00
1190554,BETADINE OINTMENT 50G,122.00
1190555,BETADINE THROAT SPRAY 12ML,147.00
1190556,BETADINE THROAT SPRAY 25ML,260.00
1190558,CATAFLAM 25MG 2x10'S,97.00
1190559,CATAFLAM 50MG 2x10'S,169.00
1190561,VOLTAREN SR 100MG 3x10'S,637.00
1190562,VOLTAREN SR 75MG 3x10'S,399.00
1190563,VOLTFAST 50MG 3x3 SACHETS,79.00
1190565,VISTRA 3WHEY PROTEIN PLUS VANILLA 15SAC,950.00
1190566,VISTRA 3WHEY PROTEIN+CHOCOLATE 15SAC,885.00
1190569,VISTRA ACEROLA CHERRY 100'S (M),540.00
1190570,VISTRA ACEROLA CHERRY 150'S (L),778.00
1190571,VISTRA ACEROLA CHERRY 45'S (S),242.00
1190573,VISTRA ASTAXANTHIN 4MG 30'S,372.00
1190576,VISTRA ASTAXANTHIN 6MG 30'S,460.00
1190577,VISTRA BACOPA EXTRACT 300MG 30'S,185.00
1190579,VISTRA B-COMPLEX PLUS GINSENG 30'S,220.00
1190580,VISTRA B-COMPLEX PLUS MINERALS 30'S,138.00
1190581,VISTRA BETA GLUCAN PLUS 30'S,410.00
1190583,VISTRA BILBERRY EXTRACT PLUS LUTEIN 30'S,306.00
1190584,VISTRA BILBERRY EXTRACT PLUS LUTEIN 60'S,542.00
1190586,VISTRA BIO-C 1000MG 100'S (L),504.00
1190588,VISTRA BIO-C 1000MG 30'S (S),195.00
1190593,VISTRA CLA&L-CARNITINE 1100MG 30'S,449.00
1190595,VISTRA COENZYME Q10 30MG 30'S,148.00
1190596,VISTRA COENZYME Q10 30MG 60'S,255.00
1190601,VISTRA COLLAGEN DIPEPTIDE PLUS VIT-C 30'S,350.00
1190606,VISTRA CRANBERRY 600MG 30'S,237.00
1190607,VISTRA DIMPLITE 30'S,590.00
1190608,VISTRA DT DAILY FIBER 7000MG 10SAC,102.00
1190609,VISTRA EVENING PRIMROSE OIL 1000MG 75'S,231.00
1190612,VISTRA GINKGO 120MG 30'S,177.00
1190616,VISTRA GLUTA COMPLEX PLUS 1000MG 30'S,484.00
1190617,VISTRA GLUTA COMPLEX PLUS 800MG 30'S,382.00
1190618,VISTRA GOTU KOLA EXTRACT PLUS ZINC 30'S,179.00
1190620,VISTRA GRAPE SEED 60MG 30'S,202.00
1190622,VISTRA KIWI EXTRACT 30'S,316.00
1190623,VISTRA L-ARGININE PLUS 1000MG 60'S,575.00
1190624,VISTRA L-CARNITINE 500MG PLUS 3L 60'S,435.00
1190625,VISTRA L-CARNITINE 500MG PLUS 3L 30'S,240.00
1190626,VISTRA L-CYSTEINE PLUS BIOTIN 30'S,244.00
1190627,VISTRA LIVOTOX 30'S,299.00
1190629,VISTRA MAGNESIUM COMPLEX PLUS 30'S,157.00
1190630,VISTRA MARINE COLLAGEN 1300MG 30'S,297.00
1190632,VISTRA MARINE COLLAGEN 10000MG (ORANGE),460.00
1190633,VISTRA MARINE COLLAGEN 10000MG (STRAWBERRY),460.00
1190636,VISTRA MULTIVITAMINS&MINERAL 50'S,270.00
1190637,VISTRA ODORLESS FISH OIL 100'S,225.00
1190638,VISTRA ODORLESS FISH OIL 75'S,172.00
1190640,VISTRA PLANT AMIPRO PLUS VITAMIN-B 30'S,159.00
1190643,VISTRA REGOW 30'S,263.00
1190646,VISTRA RICE BRAN OIL 1000MG 40'S,272.00
1190648,VISTRA SALMON FISH OIL 1000MG 75'S,198.00
1190649,VISTRA SALMON FISH OIL 1000MG 100'S,249.00
1190651,VISTRA SOY LECITHIN 1200MG PLUS VIT-E 90'S,191.00
1190652,VISTRA TOMATO EXTRACT PLUS BETA 30'S,344.00
1190653,VISTRA VAGINY 30'S,344.00
1190654,VISTRA WHEY PROTEIN PLUS 255G 15SAC,279.00
1190655,VISTRA ZINC 15MG 45'S,155.00
1190656,นม NESTLE THICKEN UP-CLEAR 125MG,494.00
1190658,นม NESTLE BOOST OPTIMUM 800G (VANILLA),770.00
1190659,นม NESTLE ISOCAL 850G,587.00
1190662,นม NESTLE NUTREN JUNIOR 400G,414.00
1190663,นม NESTLE PEPTAMEN VANILLA 400G,790.00
1190664,นม ORAL IMPACT 5x74G (นมผู้ป่วยมะเร็ง),860.00
1190679,BOTAN 100'S (แผ่น),1164.00
1190680,BOTAN MINT BALL 20ตลับ (BLUE),400.00
1190681,BOTAN MINT BALL 20ตลับ (NANOICE),388.00
1190682,BOTAN MINT BALL 20ตลับ (VIOLET),388.00
1190683,BOTAN ORIGINAL 24ตลับ (WHITE),314.00
1190685,กฤษณากลั่น ยาแก้ปวดท้อง ตรากิเลนน้ำ 15มล,58.50
1190686,ยาแก้ปวด ทัมใจเปรี้ยว 100ซอง (ผง),160.00
1190690,COMBIZYM TAB 10x10'S,715.00
1190692,MEBO 10G (S),88.00
1190693,MEBO 40G (L),295.00
1190695,BIOFLOR 250MG 2x5'S,238.00
1190696,BIOFLOR POWDER 250MG 10SAC,238.00
1190697,CIRCADIN 2MG 15'S,425.00
1190698,METEO SPASMYL 3x10'S,242.00
1190699,NIZORAL SHAMPOO 100ML,195.00
1190700,NIZORAL SHAMPOO 200ML,346.00
1190701,NIZORAL SHAMPOO 50ML,115.00
1190706,OXE'CURE SULFUR SOAP 100G,105.00
1190707,OXE'CURE SULFUR SOAP 30G,37.00
1190708,BONJELA GEL 15G,163.00
1190710,CARDIPRIN 100MG 3x30'S,237.00
1190716,DETTOL 500ML,287.00
1190721,FYBOGEL 10'S,189.00
1190722,GAVISCON DUAL 150ML (PINK) (น้ำ),305.00
1190723,GAVISCON DUAL 24x10ML (PINK)(ซอง),604.00
1190724,GAVISCON DUAL TABLETS 2x8'S (PINK) (แผง),197.00
1190725,GAVISCON LIQUID 150ML (GREEN) (น้ำ),254.00
1190726,GAVISCON SUSPENSION MINT 12x10ML (GREEN) (ซอง),265.00
1190728,GLUCOLIN 400G,132.00
1190729,KY JELLY 42G (S),151.00
1190730,KY JELLY 82G (L),215.00
1190733,NUROFEN SYRUP 60ML (ORANGE),123.00
1190735,NUROFEN ZAVANCE 400MG 1x10'S,137.00
1190738,SENOKOT 3x20'S,151.00
1190739,STREPSILS CHESTY COUGH 12x24'S,95.00
1190740,STREPSILS CHESTY COUGH 24x8'S,1215.00
1190741,STREPSILS COOL 12x24'S (BLUE),87.00
1190742,STREPSILS COOL 24x8'S (BLUE),612.00
1190745,STREPSILS HONEY LEMON 12x24'S (YELLOW),85.00
1190746,STREPSILS HONEY LEMON 24x8'S (YELLOW),612.00
1190747,STREPSILS MAXIPLUZZ 12x16'S,102.00
1190748,STREPSILS MAXIPLUZZ 24x6'S,1290.00
1190749,STREPSILS MAXPRO DIRECT SPRAY 15ML,192.00
1190750,STREPSILS MAXPRO HONEY LEMON 16'S,131.00
1190751,STREPSILS MAXPRO HONEY LEMON 24x8'S,1695.00
1190752,STREPSILS ORANGE VIT-C 12x24'S,85.00
1190753,STREPSILS ORANGE VIT-C 24x8'S,612.00
1190754,STREPSILS ORIGINAL 12x24'S (RED),85.00
1190755,STREPSILS ORIGINAL HHR 24x8'S (RED),612.00
1190756,STREPSILS SF CITRUS LEMON 12x16'S,87.00
1190757,STREPSILS SF CITRUS LEMON 24x6'S,612.00
1190758,STREPSILS THROAT IRR 24'S,93.50
1190759,STREPSILS THROAT IRR 24x8'S,1195.00
1190761,VEET 25G (ครีมกำจัดขน) (BLUE),114.00
1190762,VEET 25G (ครีมกำจัดขน) (PINK),114.00
1190764,RENU FRESH 120ML,71.00
1190766,RENU FRESH 60ML,51.00
1190767,RENU LUBRICATING 8ML,94.00
1190769,VIDISIC GEL 10G,128.00
1190770,VIVIDRIN EYE DROPS 10ML (หยอดตา),129.00
1190771,MADOPAR 250MG 100'S,1225.00
1190772,MADOPAR HBS 125MG 100'S,860.00
1190777,ARTROFORT COMPLEX 30'S,603.00
1190785,ELIDEL CREAM 15G,760.00
1190786,LEGALON 140MG 4x10'S,658.00
1190790,REPARIL GEL-N 10G,64.00
1190791,REPARIL GEL-N 20G,102.00
1190792,REPARIL GEL-N 40G,197.00
1190794,REPARIL TAB 20MG 10x10'S,509.00
1190795,SAUGELLA ATTIVA 100ML (GREEN),111.00
1190796,SAUGELLA DERMOLIQUID 100ML (BLUE),88.00
1190797,SAUGELLA POLIGYN 100ML (PINK),128.00
1190798,URALYT-U 280G,510.00
1190799,VIARTRIL-S 1500MG 30'S (POWDER),1090.00
1190800,VIARTRIL-S 500MG 90'S,990.00
1190804,DERMATOP CREAM 15G,97.00
1190805,DERMATOP CREAM 5G,52.50
1190806,ESPERSON CREAM 0.25% 15G,93.00
1190807,ESPERSON CREAM 0.25% 5G,40.00
1190810,TOPICORTE 0.25% 15G (L),122.00
1190811,TOPICORTE 0.25% 5G (S),55.00
1190814,AMARYL 2MG 3x10'S (GREEN),385.00
1190818,APROVEL 150MG 2x14'S,570.00
1190819,APROVEL 300MG 2x14'S,740.00
