รหัสสินค้า,ชื่อสินค้า,ราคา
1190814,AMARYL 2MG 3x10'S (GREEN),385.00
1190818,APROVEL 150MG 2x14'S,570.00
1190819,APROVEL 300MG 2x14'S,740.00
1190820,CO-APROVEL 150/12.5MG 2x14'S,710.00
1190821,CO-APROVEL 300/12.5MG 2x14'S,930.00
1190822,CO-PLAVIX 75MG/75MG 3x10'S,2450.00
1190823,CORDARONE 200MG 2x15'S,584.00
1190824,DAONIL 5MG 10x10'S,298.00
1190825,DEPAKINE 200MG 40'S (เม็ด),179.00
1190826,DEPAKINE 200MG 60ML (น้ำ),251.00
1190827,DEPAKINE CHRONO 500MG 30'S,360.00
1190829,LANTUS SOLOSTAR 3MLx5PEN (แช่เย็น),3555.00
1190830,LASIX 40MG 500'S,1540.00
1190831,LASIX 500MG 10x10'S,2500.00
1190832,PLAVIX 75MG 14'S,1169.00
1190835,TRITACE 10MG 3x10'S,855.00
1190836,TRITACE 2.5MG 10x10'S,1060.00
1190837,TRITACE 5MG 3x10'S,485.00
1190838,XATRAL XL 10MG 1x30'S,875.00
1190840,BISOLVON PEDIATRIC 60ML (CHILD),48.50
1190842,BISOLVON-EX 125ML (L),100.00
1190843,BISOLVON-EX 60ML (S),54.00
1190844,BUSCOPAN 10x10'S,342.00
1190855,LACTACYD EXTRA SENSITIVE 150ML (LIQUID),123.00
1190856,LACTACYD EXTRA SENSITIVE 60ML (LIQUID),60.00
1190869,NASACORT AQ SPRAY 55MCG/DOSE,444.00
1190874,PROCTOSEDYL OINTMENT 15G,179.00
1190875,PROCTOSEDYL SUPPO 12'S,151.00
1190876,RHINATHIOL KIDS 60ML,54.00
1190877,TELFAST 180MG 10'S,220.00
1190878,TELFAST 60MG 10'S,88.00
1190880,CORALAN 5MG 4x14'S (SERVIER),2330.00
1190881,COVERSYL ARGININE 5MG 30'S,472.00
1190882,DAFLON 500MG 2x15'S,286.00
1190884,DIAMICRON MR 60MG 2x15'S,397.00
1190885,NATRILIX SR 3x10S,272.00
1190886,VASTAREL MR 35MG 2x30'S,493.00
1190888,DUREX COMFORT 56MM 12x3'S,70.00
1190889,DUREX DUAL PLEASURE 56MM 12x3'S,895.00
1190890,DUREX EXCITA 53MM 12x3'S,47.00
1190891,DUREX EXPLORE 52.5MM 6x3P,37.00
1190892,DUREX FETHERLITE 52.5MM 12x3'S,62.00
1190893,DUREX FETHERLITE ULTIMA 52MM 12x3'S,65.00
1190894,DUREX KINGTEX 49MM 12x3'S,31.00
1190895,DUREX KINGTEX BIG BOX 49MM 6x12'S,123.00
1190897,DUREX LOVE 52.5MM 12x3'S,36.00
1190898,DUREX PERFORMA 52.5MM 12x3'S,66.00
1190899,DUREX PLAY GEL 50ML,102.00
1190900,DUREX SENSATION 52MM 12x3'S,68.00
1190901,DUREX STRAWBERRY 52.5MM 12x3'S,61.00
1190902,GRIPE WATER 148ML (L),116.00
1190904,KAMISTAD ORAL GEL 10G,87.00
1190905,MAR PLUS 5% NASAL SPRAY 20ML,187.00
1190907,OILATUM SOAP 100G,166.00
1190908,STADA METOPROLOL 100 10x10'S,325.00
1190909,COUNTERPAIN COOL 120G,133.00
1190910,COUNTERPAIN COOL 30G,50.50
1190911,COUNTERPAIN COOL 60G,79.00
1190912,COUNTERPAIN PLUS 25G,118.00
1190913,COUNTERPAIN PLUS 50G,196.00
1190914,COUNTERPAIN WARM 120G (ร้อน),125.00
1190915,COUNTERPAIN WARM 30G (ร้อน),42.50
1190916,COUNTERPAIN WARM 60G (ร้อน),72.00
1190917,DRAMAMINE 50MG 10x10'S,145.00
1190918,TEMPRA DROP 15ML (GRAPE),38.50
1190919,TEMPRA FORTE 60ML (ORANGE),46.00
1190920,TEMPRA FORTE 60ML (STRAWBERRY),46.50
1190921,TEMPRA KIDS 60ML (ORANGE),39.00
1190922,TEMPRA KIDS 60ML (STRAWBERRY),38.50
1190923,ALINAMIN EX PLUS 120'S,642.00
1190924,ALINAMIN EX PLUS 60'S,405.00
1190925,ALINAMIN-F FOIL 10x10'S,267.00
1190926,CONTROLOC 20MG 14'S,605.00
1190927,CONTROLOC 40MG 14'S,780.00
1190928,HICEE 500MG 10x15'S,595.00
1190929,HICEE 100MG 50'S (ขวด),57.00
1190930,HICEE 100MG 200'S (ขวด),143.00
1190931,HICEE 100MG FOIL 40x4'S (แผง),197.00
1190932,HICEE 500MG 4x15'S,242.00
1190939,ACTOS 15MG 3x10'S,1420.00
1190946,MADIPLOT 10MG 10x10'S,105.00
1190947,MADIPLOT 20MG 10x10'S,132.00
1190948,TERUMO SYRING 10ML (NO LANCET),214.00
1190949,"TERUMO SYRING 1CC 27Gx1/2"" พร้อมเข็มอินซูริน (ส้มขาว)",305.00
1190950,"TERUMO SYRING 1CC 29Gx1/2"" พร้อมเข็มอินซูริน (ส้มขาว)",325.00
1190952,TERUMO SYRING 3ML (NO LANCET),139.00
1190953,TERUMO SYRING 50ML 20'S (BLUE),15.00
1190954,TERUMO SYRING 50ML 20'S (ให้อาหาร) (GREEN),440.00
1190955,TERUMO SYRING 5ML (NO LANCET),185.00
1190956,NISSEI เครื่องวัดความดัน ต้นแขน รุ่น DS-11,1030.00
1190958,TERUMO MEDISAFE EX (FREE STRIP+LANCET),1630.00
1190959,TERUMO MEDISAFE EX STRIP+LANCET 30'S (PINK),464.00
1190960,TERUMO MEDISAFE FITSMILE (FREE STRIP+LANCET),1630.00
1190961,TERUMO MEDISAFE FITSMILE STRIP+LANCET 30'S (BLUE),464.00
1190964,ปลอกแขนเครื่องวัดความดันW100(22CM-32CM),445.00
1190969,MEIJI MEIACT 100MG 10x10'S,2930.00
1190970,MEIJI MEIACT 200MG 2x10'S,1150.00
1190971,MEIJI MEIACT FINE GRANULES 0.5G 120SACHET,16.17
1190972,MEIJI DICLEX CAPSULES 500MG 50x10'S,400.00
1190974,MEIJI PROCTASE-P 50x10'S,176.00
1190975,MEIJI KANAMYCIN 10x10'S,364.00
1190976,MEIJI MIOTIN SYRUP 60ML,104.00
1190977,NECK&SHOULDER BOOST 50G (RED),139.00
1190978,NECK&SHOULDER RUB 50G (YELLOW),134.00
1190979,TIGER BALM FEVER PATCH 5x11CM 3x2'S,83.00
1190980,TIGER BALM INHALER 2ML,15.00
1190981,ครีมนวดบรรเทาปวด ตราเสือ 30กรัม,52.50
1190982,น้ำมันกวางลุ้ง 15มล (กลาง),61.50
1190983,น้ำมันกวางลุ้ง 28มล (ใหญ่),91.00
1190984,น้ำมันกวางลุ้ง 3มล (เล็ก),18.50
1190985,น้ำมันกวางลุ้ง 57มล (ใหญ่พิเศษ),138.00
1190986,พลาสเตอร์แก้ปวดเสือ(เย็น) 10x14CM สีเขียว 24ซองใหญ่,58.00
1190987,พลาสเตอร์แก้ปวดเสือ(เย็น) 7x10CM สีเขียว 24ซองเล็ก,43.50
1190988,พลาสเตอร์แก้ปวดเสือ(ร้อน) 10x14CM สีแดง 24ซองใหญ่,58.00
1190989,พลาสเตอร์แก้ปวดเสือ(ร้อน) 7x10CM สีแดง 24ซองเล็ก,43.50
1190990,พลาสเตอร์แก้ปวดหลังตราเสือ 10x14CM สีเหลือง 24ซองใหญ่,59.50
1190991,ยาน้ำมันตราเสือ 28มล,88.00
1190992,ยาหม่อง ตราเสือ 10กรัม (สีแดง),45.00
1190993,ยาหม่อง ตราเสือ 19.4กรัม (สีแดง),62.00
1190994,ยาหม่อง ตราเสือ 30กรัม (สีแดง),78.00
1190995,ยาหม่อง ตราเสือ เอชอาร์ 10กรัม (สีขาว),45.00
1190996,ยาหม่อง ตราเสือ เอชอาร์ 19.4กรัม (สีขาว),61.50
1190997,ยาหม่อง ตราเสือ เอชอาร์ 30กรัม (สีขาว),78.00
1191045,VICKS BABY BALSAM 50G,213.00
1191046,VICKS VAPORUB (60x10G) (L),44.00
1191047,VICKS VAPORUB 25G (S),96.00
1191048,VICKS VAPORUB 50G (L),182.00
1191049,VICKS VAPORUB 5G (S),25.00
1191052,AQUA MARIS BABY 50ML,243.00
1191053,AQUA MARIS CLASSIC 30ML,225.00
1191054,AQUA MARIS STRONG 30ML,243.00
1191055,CHLOR PYRAD 12x15G (ป้ายแผล),15.50
1191056,DETAPAIN 2x10'S,28.50
1191057,FRX 15ML (ยาเหลือง),75.00
1191059,FRX CALPEX 500MG 100x10'S,344.00
1191060,FRX CARMINATIVE 450CC,42.00
1191063,FRX FAVOVAS 450G,157.00
1191064,FRX GENTIAN VIOLET SAHAKARN 30ML,102.00
1191065,FRX LUCINAR CREAM 5G,40.00
1191066,FRX NORFOX 400MG 10x10'S (FOIL),192.00
1191067,FRX OMESEC 20MG 2x7'S,26.00
1191068,FRX POVIDONE 15ML,167.00
1191069,FRX POVIDONE 400ML,158.00
1191070,FRX GENTIAN VIOLET PYRAD-VIOLET 15ML,71.00
1191071,FRX GENTIAN VIOLET PYRAD-VIOLET 450ML,48.00
1191072,FRX VIT-C 25MG 50x30'S (GRAPE),194.00
1191073,FRX VIT-C 25MG 50x30'S (ORANGE),202.00
1191074,FRX VIT-C 25MG 50x30'S (STRAWBERRY),194.00
1191075,FRX VIT-C 25MG 60x30'S (MIX),230.00
1191076,FRX VIT-C 50MG 1000'S (ORANGE),132.00
1191077,FRX VIT-C 50MG 1000'S (ORANGE) (แยกซอง),148.00
1191078,FRX แอมโมเนีย 30ML,142.00
1191079,FRX แอมโมเนีย 450ML,86.00
1191080,FRX ชุดเวชภัณฑ์ 7 รายการ,50.00
1191082,FRX ยาธาตุน้ำขาว 200ML,33.00
1191083,IBUTAMOL 400MG 10x10'S (ORANGE),155.00
1191084,OPTIVIS OINT 12x5G (ป้ายตา),15.00
1191085,SODAMINT FRX 300MG 1000'S,97.00
1191087,กางเกง CERTAINTY PANTS #L 20ชิ้น,449.00
1191088,กางเกง CERTAINTY PANTS #M 20ชิ้น,449.00
1191089,กางเกง CERTAINTY PANTS #XL 16ชิ้น,449.00
1191096,FAIRE STRAWBERRY 49MM 12x3'S (RED),280.00
1191097,FAIRE VISA 49MM 3'S (GREEN),169.00
1191098,FLUOCARIL BI-FLUORE ZERO% ALCOHOL 500ML,92.00
1191099,FLUOCARIL MOUTH SPRAY 15CC,105.00
1191100,NATUREGIFT COFFEE 21 10SACHET,90.00
1191101,ยาสีฟัน FLUOCARIL 150G (+แถมแปรง),52.00
1191102,NUTRAMIGEN LGG 400G,745.00
1191103,แผ่นยางปูกันเปื้อน HOSPRO H-DS021,78.00
1191106,DAFNE 35 21'S,90.00
1191108,MELODIA 21'S,243.00
1191109,MINIDOZ 28'S,137.00
1191111,SYNFONIA 28'S,274.00
1191112,TANSY ONE 1'S,43.00
1191113,FAVOTAN 5/100MG 3x10'S,944.00
1191114,FAVOTAN 5/50MG 3x10'S,787.00
1191118,KARISMA COTTON BUDS 100 PCS (TWIN PACK),20.00
1191119,KARISMA COTTON PADS COMPRESSED 50G 100'S,39.00
1191120,"KARISMA COTTON PADS KING SIZE 3x4"" 100G",42.00
1191121,KARISMA COTTON PADS ROUND 80PCS,37.50
1191122,"KARISMA COTTON STICK 6"" 5x5PCS (L)",40.00
1191123,KARISMA HYGIENE WIPES 12x12'S,212.00
1191124,HEPACAP 10x10'S (RED),495.00
1191125,ASPENT 300MG 1000'S,476.00
1191126,ASPENT-M 81MG 1000'S (UNICHEM),285.00
1191127,ASPENT-M 81MG 60'S (UNICHEM),35.00
1191128,DEWAX EAR DROP 15ML,52.00
1191129,FBC 20x100'S,66.00
1191131,GASZYM 10x10'S,265.00
1191133,MYLOM DROP 15ML,39.00
1191136,VERCEF 125MG/5ML 60ML,90.00
1191137,VERCEF 250MG/5ML 60ML,155.00
1191138,COSOPT ED 5ML,464.00
1191139,CRAVIT EYE DROP 0.5% 5ML,125.00
1191140,DIQUAS OPH. SOL 3% 5ML,252.00
1191141,HIALID 0.1% 5ML,145.00
1191142,KARY UNI ED 5MLx10'S,690.00
1191143,PEMIROX 0.1% 5MLx10'S,985.00
1191144,TAFLOTAN OPHT 2.5ML,479.00
1191145,TIMOPTOL 0.5% 5ML,242.00
1191146,TRUSOPT 2% 5ML,564.00
1191147,BACTIGRAS 10CM 10'S,185.00
1191148,CICA CARE 3x12CM 1'S (S),545.00
1191149,CICA CARE 6x12CM 1'S (M),1175.00
1191150,INTRASITE GEL 25G,203.00
1191151,OPSITE WATERPROOF PLASTER 6.5x5CM 3PCS,47.00
1191189,TANZARIL 100MG 3x10'S (GREEN),130.00
1191190,TANZARIL 50MG 3x10'S,68.00
1191203,CALCIFEROL VITAMIN D2 20000IU 10x10'S,318.00
1191204,EMULAX 1000'S (L),133.00
1191205,EMULAX 12x100'S (S),27.50
1191207,EMULAX MOM น้ำ 240ML ตรางู (ขวดเปลือย),30.50
1191209,PAINELIEF COOL GEL 30G,69.00
1191210,PAINELIEF COOL GEL 60G,106.00
1191211,SKETOLENE SPRAY 40ML (YELLOW),34.00
1191212,SKETOLENE SPRAY 60ML (GREEN),54.50
1191214,ยาแก้ไข้เด็กตรางู 12x60มล,26.50
1191216,ยาแก้ไอน้ำดำ ตรางู 120มล,27.00
1191217,ยาแก้ไอน้ำดำ ตรางู 60มล,22.00
1191218,BILAXTEN 20MG 1x10'S,144.00
1191220,DERMATIX ULTRA GEL 15G,730.00
1191221,DERMATIX ULTRA GEL 5G,359.00
1191222,DERMATIX ULTRA GEL 9G,570.00
1191225,FASTUM GEL 30G,79.00
1191226,FASTUM GEL 50G,112.00
1191227,KAMILLOSAN-M 15CC,142.50
1191228,LANOXIN 0.25MG 1000'S,862.00
1191229,LANOXIN PG 0.0625MG 300'S,250.00
1191231,NACLONG 600MG 10'S,151.50
1191233,NEBILET 5MG 2x14'S,680.00
1191238,SYSTRAL CREAM 10G,32.00
1191239,SYSTRAL CREAM 25G,69.00
1191240,ZYLORIC 100MG 4x25'S,530.00
1191241,ZYLORIC 300MG 10x10'S,140.00
1191242,BELARA 21'S,282.00
1191246,DUPHALAC 100ML (น้ำ),127.00
1191247,DUPHALAC 200ML (น้ำ),232.00
1191248,GANATON 50MG 10'S,154.00
1191249,ISOPTIN SR 240MG 2x15'S,657.00
1191251,KLACID 500MG 10'S,537.00
1191253,KLACID MR 500MG 7'S,384.00
1191254,SERC 16MG 3x20'S,427.00
1191255,SERC 24MG 20'S,228.00
1191256,SUPRALIP NT 145MG 3x10'S,654.00
1191257,ZANIDIP 10MG 2x14'S (RED),554.00
1191258,ZANIDIP 20MG 2x14'S (BLUE),839.00
1191280,BERODUAL FORTE 4ML 20D,650.00
1191281,BERODUAL INHALER 10ML 200D,303.00
1191282,JARDIANCE 10MG 3x10'S,1650.00
1191284,MICARDIS 40MG 3x10'S,650.00
1191285,MICARDIS 80MG 3x10'S,860.00
1191286,MICARDIS PLUS 40/12.5MG 3x10'S,650.00
1191287,MICARDIS PLUS 80/12.5MG 3x10'S,860.00
1191288,MOBIC 7.5MG 10x10'S,102.00
1191290,TRAJENTA 5MG 3x10'S,1510.00
1191291,TWYNSTA 80/5MG 30'S,870.00
1191292,น้ำมันยูคาลิปตัส ตรานกแก้ว 28มล,84.00
1191293,น้ำมันยูคาลิปตัส ตรานกแก้ว 56มล,142.00
1191294,น้ำมันยูคาลิปตัส ตรานกแก้ว 8.5มล,38.00
1191295,น้ำมันยูคาลิปตัส ตรานกแก้ว สเปรย์ 150มล,136.00
1191296,น้ำมันยูคาลิปตัส ตรานกแก้ว สเปรย์ 300มล,200.00
1191298,HARNAL OCAS 0.4MG 3x10'S,925.00
1191299,OESTROGEL 0.06% 80G,248.00
1191301,CRAVIT 500MG 5'S,370.00
1191302,JAPROLOX 60MG 2x10'S,137.00
1191304,MEVALOTIN PROTECT 40MG 3x10'S,970.00
1191305,BENZAC AC GEL 2.5% 15G,108.00
1191306,BENZAC AC GEL 2.5% 60G,265.00
1191307,BENZAC AC GEL 5% 60G,288.00
1191308,BENZAC AC GEL 5% 15G,117.00
1191317,CETAPHIL MOIST.CREAM 453G (กระปุก),630.00
1191321,DIFFERIN GEL 0.1% 15G,367.00
1191322,DIFFERIN GEL 0.1% 30G,579.00
1191323,ROBAZ 0.75% 30G,355.00
1191324,ALLERNIX 10MG 1x10'S,34.50
1191325,ASMASOLON 10x10'S,191.00
1191326,ASPILETS 81MG 20x10'S,120.00
1191328,DECOLGEN PRIN 25x4'S,193.00
1191329,KREMIL 20x10'S (GREEN),325.00
1191330,KREMIL-S 20x10'S (ORANGE),385.00
1191331,NUTROPLEX OLIGO+ 100ML,141.00
1191332,NUTROPLEX OLIGO+ 60ML,88.00
1191333,OBIMIN-AZ 60'S,198.00
1191334,SOLMAX 500MG FOIL 25x10'S,36.00
1191335,SOLMAX FORTE 60ML,64.00
1191336,SOLMAX KIDS 60ML,58.00
1191337,GSK AMOXIL 500MG 2x10'S,110.00
1191340,GSK AUGMENTIN 1G 1x10'S,236.00
1191341,GSK AUGMENTIN ES 50ML,500.00
1191343,GSK AUGMENTIN SYRUP 228MG 70ML,310.00
1191344,GSK AUGMENTIN SYRUP 457MG 70ML,487.00
1191345,GSK AVAMYS NASAL SPRAY 27.5MCG 120D,420.00
1191346,GSK AVODART 0.5MG 3x10'S,1265.00
1191349,GSK BECONASE AQUEOUS NASAL SPRAY 200D,208.00
1191350,GSK BETNOVATE CREAM 15G,87.00
1191351,GSK BETNOVATE SCALP 30ML,159.00
1191352,GSK BETNOVATE-N 15G,101.00
1191353,GSK DERMOVATE CREAM 100G,598.00
1191354,GSK DERMOVATE CREAM 15G,148.00
1191355,GSK DERMOVATE CREAM 5G,54.00
1191356,GSK DERMOVATE OINTMENT 5G,59.00
1191357,GSK DERMOVATE SCALP 30ML,190.00
1191358,GSK FLIXONASE NASAL SPRAY 120D,440.00
1191359,GSK IMIGRAN 50MG 2'S,257.00
1191361,GSK SERETIDE ACCU 50/250MCG 60D,575.00
1191362,GSK SERETIDE EVO 25/125MCG 120D,570.00
1191363,GSK SERETIDE EVO 25/50MCG 120D,492.00
1191365,GSK VENTOLIN EVOHALER 100MCG 200D,187.00
1191367,GSK ZENTEL 400MG 1'S,37.00
1191368,GSK ZOVIRAX 200MG 5x5'S,1036.00
1191370,GSK ZOVIRAX CREAM 5G,400.00
1191371,XYZAL 5MG 1x10'S,132.00
1191372,KEPPRA 250MG 3x10'S,670.00
1191375,ZYRTEC 10MG 10'S,99.00
1191376,ZYRTEC SYRUP 75ML,98.00
1191378,ELLGY H2O ARR LOTION 250G,164.00
1191380,EZERRA CREAM 25G (S),384.00
1191381,EZERRA CREAM 50G (L),577.00
1191382,EZERRA EXTRA GENTLE CLEANSER 150ML,130.00
1191383,EZERRA LOTION 150ML,390.00
1191384,DIFFLAM FORTE THROAT SPRAY 15ML,218.00
1191385,DIFFLAM HONEY&LEMON 24x8'S,502.00
1191386,DIFFLAM MINT FRESH SF 2x8'S,154.00
1191387,DIFFLAM ORANGE+VIT-C 24x8'S,502.00
1191388,DIFFLAM SOLUTION 100ML,109.00
1191389,DIFFLAM WILD BERRY 24x8'S,502.00
1191390,NORGESIC 2x10'S,57.50
1191391,NUELIN SR 200MG 5x20'S,200.00
1191392,HUMALOG MIX 25 100IU/ML LILLY (แช่เย็น),1360.00
1191393,HUMULIN 70/30 100IU LILLY (10ML) (แช่เย็น),345.00
1191397,MEGA ALERTEN 100MG 3x10'S,550.00
1191398,MEGA ALERTEN 50MG 30'S,470.00
1191399,MEGA ASTAX 4MG 3x10'S,295.00
1191402,MEGA BETACAR-15 60'S,252.00
1191406,MEGA CALCIUM-D WITH SOY GERM 30'S,373.00
1191407,MEGA CALCIUM-D 60'S,180.00
1191408,MEGA CALCIUM-D 90'S,264.00
1191409,MEGA CHOLEZZ SOFTGEL 3x10'S,520.00
1191411,MEGA CLA ADVANCE 3x10'S,465.00
1191412,MEGA COSANOL 30'S,311.00
1191415,MEGA DOFLAM 50MG 1x10'S,74.00
1191416,MEGA D-TOXI 30'S,320.00
1191417,MEGA ECHINAX 10x10'S,920.00
1191418,MEGA EUGICA COFF 15x8'S,284.00
1191419,MEGA EUGICA MOUTH SPRAY 10ML,71.50
1191420,MEGA EVENING PRIMROSE OIL 1000MG 100'S,362.00
1191421,MEGA EVENING PRIMROSE OIL 1000MG 200'S,715.00
1191422,MEGA FEMOSA 3x10'S,393.00
1191423,MEGA FIBER 30SACHET,515.00
1191424,MEGA FISH OIL 1000MG 100'S,340.00
1191425,MEGA FISH OIL 1000MG 200'S,642.00
1191426,MEGA FLEXIGEN 15SACHET,492.00
1191427,MEGA FLEXSA 1500MG 31SACHET,450.00
1191428,MEGA FLEXSA 500MG 3x10'S,159.00
1191429,MEGA GARLIC OIL 100'S,103.00
1191432,MEGA GINSOMIN 20x8'S,1040.00
1191437,MEGA GRAPE SEED EXTRACT 20MG 60'S,288.00
1191438,MEGA GRAPE SEED HS 30'S,620.00
1191440,MEGA HI-GREEN 3x10'S,300.00
1191441,MEGA II CARE 3x10'S,206.00
1191442,MEGA II CARE 4x30'S (SET B),759.00
1191444,MEGA LECITHIN 1200MG 100'S,248.00
1191445,MEGA LECITHIN 1200MG 200'S,468.00
1191446,MEGA LIPO-X 3x10'S,284.00
1191448,MEGA LOREZE 1x10'S,84.00
1191451,MEGA MAXX OMEGA-3 60'S (+FISH OIL 30'S),424.00
1191452,MEGA MUCLEAR 10'S,122.00
1191453,MEGA MULTILIVES 30'S,584.00
1191454,MEGA MULTIZYME 4'S,59.00
1191455,MEGA NAPROFAZT 1x10'S,99.00
1191457,MEGA NAT-B 100'S,552.00
1191458,MEGA NAT-B 40'S,236.00
1191459,MEGA NAT-C 1000MG 150'S,535.00
1191460,MEGA NAT-C 1000MG 30'S,178.00
1191461,MEGA NAT-C 1000MG 60'S,237.00
1191462,MEGA NAT-C ESTER 1000MG 30SACHET,204.00
1191463,MEGA NAT-C YUMMY GUMMYZ 25x2'S,84.00
1191465,MEGA NAT-E 400IU 30'S,334.00
1191466,MEGA NORMAGUT 10'S,231.00
1191467,MEGA OPTIVIT 30'S,400.00
1191468,MEGA PRO AMINO 10SACHET,665.00
1191469,MEGA PRODEFENZ 30SACHET,735.00
1191472,MEGA PYNOCARE WHITE 2x10'S,550.00
1191473,MEGA REGENEZ 3x10'S,290.00
1191474,MEGA REGENEZ HAIR TONIC 30ML,177.00
1191477,MEGA RIVITA 4x30'S (3+1) (SET B),1270.00
1191478,MEGA SAMETTO 3x10'S,484.00
1191479,MEGA ULTRAPRO CHOCOLATE 900G,1430.00
1191480,MEGA ULTRAPRO VANILLA 900G,1430.00
1191481,MEGA STERCIA 5MG 3x10'S (PROSCAR),414.00
1191482,MEGA STERZAR 1MG 4x7'S (PROPECIA),264.00
1191484,MEGA ULTRAPRO ISOLATE CHOCOLATE 900G,1710.00
1191486,MEGA VALIAN-X 12x10'S,94.00
1191487,MEGA VIAFLEX 1500MG 30SACHET,292.00
1191488,MEGA VITAMIN-A 25000IU 100'S,73.00
1191489,MEGA VITAMIN-E 100IU 100'S,204.00
1191490,MEGA VITAMIN-E 200IU 60'S,202.00
1191491,MEGA VITAMIN-E 400IU 30'S,204.00
1191492,MEGA WHEY-S 1x10ซอง,655.00
1191493,MEGA ZEMAX SX 3x10'S,310.00
1191494,MEGA ZEMAX SX 3x10'S (SET A) (SPECIAL PACK),880.00
1191495,MEGA ZINCOMIN 60'S,210.00
1191497,AERIUS 5MG 10'S,250.00
1191499,CERAZETTE 28'S,184.00
1191500,COZAAR 100MG 3x10'S (BLUE),930.00
1191501,COZAAR 50MG 2x15'S,885.00
1191502,EXLUTON 28'S,98.00
1191503,EZETROL 10MG 3x10'S,1400.00
1191504,FORTZAAR 100/25MG 3x10'S,1008.00
1191505,HYZAAR 50/12.5MG 2x15'S,885.00
1191506,JANUMET 50/1000MG 8x7'S,1440.00
1191507,JANUMET 50/500MG 8x7'S,1440.00
1191509,MARVELON 21'S,100.00
1191510,MARVELON 28'S,100.00
1191511,MERCILON 21'S,155.00
1191512,MERCILON 28'S,155.00
1191513,NASONEX NASAL SPRAY 0.05% 140D,760.00
1191514,NASONEX NASAL SPRAY 0.05% 60D,444.00
1191515,SINGULAIR 10MG 4x7'S,1200.00
1191517,SINGULAIR 4MG 4x7'S,755.00
1191518,SINGULAIR 5MG 4x7'S,755.00
1191519,VYTORIN 10MG/10MG 3x10'S (BLUE),1535.00
1191520,VYTORIN 10MG/20MG 3x10'S (RED),1745.00
1191521,FOSAMAX PLUS 70MG/5600IU 4'S,1350.00
1191522,PROPECIA 1MG 4x7'S,1190.00
1191527,DIPROSALIC OINTMENT 15G,230.00
1191528,DIPROSALIC OINTMENT 5G,101.00
1191529,DIPROSONE CREAM 15G,141.00
1191530,DIPROTOP OINTMENT 5G,81.00
1191531,ELOMET CREAM 15G,195.00
1191532,ELOMET CREAM 5G,93.00
1191533,ELOMET LOTION 0.1% 30ML,369.00
1191534,LIVIAL 28'S,919.00
1191536,QUADRIDERM CREAM 15G,185.00
1191537,QUADRIDERM CREAM 5G,85.00
1191539,ZOCOR 20MG 2x15'S,1388.00
1191540,COOL BABY PATCH 6'S,71.00
1191542,CO-DIOVAN 160/12.5MG 2x14'S,785.00
1191543,CO-DIOVAN 160/25MG 2x14'S,824.00
1191544,CO-DIOVAN 80/12.5MG 2x14'S,625.00
1191545,DIOVAN 160MG 2x14'S,732.00
1191546,DIOVAN 80MG 2x14'S,585.00
1191549,EXFORGE HCT 10/160/12.5MG 4x7'S,890.00
1191550,EXFORGE HCT 5/160/12.5MG 4x7'S,824.00
1191551,GALVUS 50MG 4x14'S,1200.00
1191552,GALVUS MET 50/1000MG 6x10'S,1290.00
1191553,GALVUS MET 50/500MG 6x10'S,1290.00
1191554,LIORESAL 10MG 5x10'S,820.00
1191563,NEURONTIN 100MG 10x10'S,157.00
1191564,NEURONTIN 300MG 3x10'S,875.00
1191567,XALACOM ED 2.5ML (แช่เย็น),624.00
1191568,XALATAN ED 0.005% 2.5ML (แช่เย็น),535.00
1191569,นม FRESUBIN 300G (เวย์โปรตีนไอโซเลตชนิดผง),695.00
1191570,CALTRATE 600MG 60'S (BLUE),240.00
1191571,CALTRATE PLUS 120'S (VIOLET),542.00
1191573,CALTRATE PLUS 60'S (VIOLET),307.00
1191574,CALTRATE SILVER 50+ 120'S (PINK),605.00
1191575,CALTRATE SILVER 50+ 60'S (PINK),341.00
1191576,CENTRUM 100'S,668.00
1191577,CENTRUM 30'S,228.00
1191579,CENTRUM LUTEIN&LYCOPENE 30'S,220.00
1191580,CENTRUM LUTEIN&LYCOPENE 90'S,605.00
1191581,CENTRUM SILVER FG 30'S,278.00
1191582,CENTRUM SILVER FG 90'S,748.00
1191587,CENTRUM STRESSTABS IRON 30'S (RED),217.00
1191588,CENTRUM STRESSTABS IRON 60'S (RED),381.00
1191589,CENTRUM STRESSTABS ZINC 30'S (BLUE),217.00
1191590,CENTRUM STRESSTABS ZINC 60'S (BLUE),381.00
1191591,Z-BEC 60'S,323.00
1191594,ALDACTONE 25MG 10x10'S,320.00
1191595,ARISTOCORT 0.02% 15G (GOLD),47.00
1191596,ARISTOCORT-A 0.1% 15G (BLACK),72.00
1191597,DALACIN 300MG 2x10'S,484.00
1191598,DALACIN-T 10ML,82.00
1191599,DIFLUCAN 150MG 1'S,168.00
1191603,LOPID 300MG 6x10'S,450.00
1191604,LOPID 600MG 6x10'S,885.00
1191605,LOPID O.D. 900MG 3x10'S,570.00
1191606,MINIDIAB 5MG 2x15'S,104.00
1191607,OLMETEC 20MG 3x10'S,598.00
1191608,OLMETEC 40MG 3x10'S,834.00
1191614,PFIZER NORMETEC 5/20MG 3x10'S,610.00
1191615,PFIZER NORMETEC 5/40MG 3x10'S,880.00
1191616,PFIZER ZITHROMAX 250MG 6'S,420.00
1191618,PFIZER ZITHROMAX SYRUP 200MG/5ML 15ML,210.00
